City,Deal Name,Discount,Applicable Cards
karachi,Pechi,15% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Pechi,10% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Sind Club,20% off,"HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Fryitt,25% off,HBL World Elite DebitCard
karachi,Fryitt,20% off,"HBL World DebitCard, HBL Platinum CreditCard"
karachi,Fryitt,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Fryitt,10% off,"HBL Nisa DebitCard, HBL Green CreditCard, HBL DebitCard"
karachi,Stiletto Shoes,15% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,Stiletto Shoes,10% off,HBL Konnect Debit Card
karachi,Lemon Grill,20% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,DentisTree,20% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,WildFlour by NK,30% off,"HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Chatterbox Deli,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Chatterbox Deli,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Chatterbox Deli,10% off,"HBL Nisa DebitCard, HBL Green CreditCard, HBL DebitCard"
karachi,Nautica,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Skor,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Skor,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Skor,10% off,"HBL Green CreditCard, HBL Konnect Debit Card, HBL DebitCard"
karachi,Battle Station,20% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,THD. The District,15% off on Accessories,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,THD. The District,10% off on Services,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
karachi,Meat Mee Outside,25% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Meat Mee Outside,20% off,"+ 4 More Cards, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,FikrNat,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,FikrNat,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,FikrNat,10% off,"HBL Nisa DebitCard, HBL Green CreditCard, HBL DebitCard"
karachi,Tokyo Sushi Station,20% off,"HBL World DebitCard, HBL World Elite DebitCard, HBL Platinum CreditCard"
karachi,Tokyo Sushi Station,15% off,"HBL Titanium DebitCard, HBL Gold DebitCard, HBL Gold CreditCard"
karachi,Tokyo Sushi Station,10% off,"HBL Nisa DebitCard, HBL Green CreditCard, HBL DebitCard"
karachi,Opera Cafe - Ramada Plaza,20% off,"HBL World Elite DebitCard, + 7 More Cards, HBL Platinum CreditCard"
