City,Deal Name,Discount,Applicable Cards
lahore,Shell,Up to 10% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Emirates,10% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,ChinaTown - Lahore,15% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,ChinaTown - Lahore,10% off,"HBL Gold DebitCard, HBL Gold CreditCard, + 5 More Cards"
lahore,Paola's Cosa Nostra,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Paola's Cosa Nostra,15% off,"HBL Gold DebitCard, HBL Titanium DebitCard"
lahore,Park Lane Hotel,40% off on Ala Carte,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Park Lane Hotel,20% off on Lunch & Dinner Buffet,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Master Management CIP Lounge,Free Visit for Card Holder,"HBL Platinum CreditCard, + 4 More Cards, HBL World Elite DebitCard"
lahore,Adidas,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Mouthful,25% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Hush Puppies,15% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Hush Puppies,10% off,"HBL Gold DebitCard, + 4 More Cards, HBL Gold CreditCard"
lahore,Fuoco,25% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Loafology Bakery & Cafe,25% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,flydubai,UP TO 15% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Benediction.pk,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Benediction.pk,15% off,"HBL Gold DebitCard, HBL Gold CreditCard, HBL Titanium DebitCard"
lahore,Benediction.pk,10% off,"HBL DebitCard, HBL Green CreditCard, HBL Nisa DebitCard"
lahore,Nine Tree Luxury Hotel & Suites,20% off,"HBL Platinum CreditCard, + 2 More Cards, HBL World Elite DebitCard"
lahore,Nine Tree Luxury Hotel & Suites,15% off,"HBL Gold DebitCard, HBL Gold CreditCard"
lahore,Nine Tree Luxury Hotel & Suites,10% off,"HBL DebitCard, HBL Green CreditCard, HBL Nisa DebitCard"
lahore,Mothercare,20% off,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Puma,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Taşkonaklar Hotel,Sunrise Breakfast,"+ 6 More Cards, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Taşkonaklar Hotel,Private Guided Tour,"+ 6 More Cards, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Taşkonaklar Hotel,Stay at the Taskonaklar Hotel in Cappadocia & Receive a Complimentary Excursion,"+ 6 More Cards, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Taşkonaklar Hotel,Valley Walk and Picnic,"+ 6 More Cards, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Taşkonaklar Hotel,Valley Walk and Jam Making,"+ 6 More Cards, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Taşkonaklar Hotel,Pottery Workshop,"+ 6 More Cards, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Taşkonaklar Hotel,Book Your Stay at Boutique Hotel Taskonaklar with a Complimentary Experience,"+ 6 More Cards, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Lals,20% off,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Lals,15% off,"HBL Gold DebitCard, HBL Gold CreditCard, HBL Titanium DebitCard"
lahore,Lals,10% off,"HBL DebitCard, HBL Green CreditCard, HBL Nisa DebitCard"
lahore,Coco Cubano Pakistan,25% off,"HBL World DebitCard, HBL World Elite DebitCard"
lahore,Coco Cubano Pakistan,20% off,HBL Platinum CreditCard
lahore,Coco Cubano Pakistan,10% off,"HBL Gold DebitCard, + 4 More Cards, HBL Gold CreditCard"
lahore,Bistro 201,10% off,"HBL Platinum CreditCard, + 8 More Cards, HBL World Elite DebitCard"
lahore,Indigo Heights Hotel & Suites,20% off on Room Rack Rates,"HBL Platinum CreditCard, + 7 More Cards, HBL World Elite DebitCard"
lahore,Indigo Heights Hotel & Suites,20% off on Gym,"HBL Platinum CreditCard, HBL World DebitCard, HBL World Elite DebitCard"
lahore,Indigo Heights Hotel & Suites,15% off on Gym,"HBL Gold DebitCard, + 4 More Cards, HBL Gold CreditCard"
